timestamp,machine_id,power_kw,production_rate_ppm,temperature_c,sec_kwh_per_unit,is_anomaly
2026-09-10 09:14:24.926560,Machine_B,4.13,8,50.0,30.945,0
2026-09-10 09:14:24.926560,Machine_C,2.42,8,39.6,18.115,0
2026-09-10 09:15:24.926560,Machine_A,2.06,9,37.9,13.705,0
2026-09-10 09:15:24.926560,Machine_B,4.23,8,50.1,31.725,0
2026-09-10 09:15:24.926560,Machine_C,2.57,9,40.8,17.143,0
2026-09-10 09:16:24.926560,Machine_A,2.17,9,37.1,14.485,0
2026-09-10 09:16:24.926560,Machine_B,4.22,10,50.8,25.329,0
2026-09-10 09:16:24.926560,Machine_C,2.33,9,40.4,15.557,0
2026-09-10 09:17:24.926560,Machine_A,2.27,11,39.3,12.385,0
2026-09-10 09:17:24.926560,Machine_B,4.07,10,49.2,24.398,0
2026-09-10 09:17:24.926560,Machine_C,2.26,8,41.5,16.966,0
2026-09-10 09:18:24.926560,Machine_A,2.15,9,39.4,14.321,0
2026-09-10 09:18:24.926560,Machine_B,3.69,9,49.1,24.62,0
2026-09-10 09:18:24.926560,Machine_C,2.14,7,40.1,18.372,0
2026-09-10 09:19:24.926560,Machine_A,2.13,9,39.2,14.173,0
2026-09-10 09:19:24.926560,Machine_B,4.09,10,45.9,24.537,0
2026-09-10 09:19:24.926560,Machine_C,2.54,9,39.8,16.921,0
2026-09-10 09:20:24.926560,Machine_A,2.19,10,40.7,13.112,0
2026-09-10 09:20:24.926560,Machine_B,3.5,9,45.8,23.363,0
2026-09-10 09:20:24.926560,Machine_C,2.22,7,40.7,19.04,0
2026-09-10 09:21:24.926560,Machine_A,2.1,11,37.4,11.452,0
2026-09-10 09:21:24.926560,Machine_B,3.51,10,50.2,21.072,0
2026-09-10 09:21:24.926560,Machine_C,2.27,8,39.2,16.999,0
2026-09-10 09:22:24.926560,Machine_A,2.1,11,38.6,11.448,0
2026-09-10 09:22:24.926560,Machine_B,3.22,8,46.3,24.143,0
2026-09-10 09:22:24.926560,Machine_C,2.19,7,40.0,18.763,0
2026-09-10 09:23:24.926560,Machine_A,2.38,9,38.0,15.856,0
2026-09-10 09:23:24.926560,Machine_B,3.27,9,47.5,21.767,0
2026-09-10 09:23:24.926560,Machine_C,2.47,9,39.9,16.473,0
2026-09-10 09:24:24.926560,Machine_A,2.01,9,37.1,13.367,0
2026-09-10 09:24:24.926560,Machine_B,3.52,8,47.0,26.416,0
2026-09-10 09:24:24.926560,Machine_C,2.23,9,41.4,14.852,0
2026-09-10 09:25:24.926560,Machine_A,2.21,9,38.1,14.705,0
2026-09-10 09:25:24.926560,Machine_B,3.93,9,51.6,26.233,0
2026-09-10 09:25:24.926560,Machine_C,2.45,7,40.3,20.963,0
2026-09-10 09:26:24.926560,Machine_A,1.98,10,38.7,11.89,0
2026-09-10 09:26:24.926560,Machine_B,5.95,10,60.5,35.691,1
2026-09-10 09:26:24.926560,Machine_C,2.22,8,41.2,16.65,0
2026-09-10 09:27:24.926560,Machine_A,1.92,10,38.5,11.527,0
2026-09-10 09:27:24.926560,Machine_B,3.68,9,49.2,24.508,0
2026-09-10 09:27:24.926560,Machine_C,2.27,7,39.7,19.423,0
2026-09-10 09:28:24.926560,Machine_A,2.05,9,39.2,13.639,0
2026-09-10 09:28:24.926560,Machine_B,4.16,9,47.7,27.754,0
2026-09-10 09:28:24.926560,Machine_C,2.6,7,40.8,22.324,0
2026-09-10 09:29:24.926560,Machine_A,2.09,11,37.3,11.396,0
2026-09-10 09:29:24.926560,Machine_B,3.56,8,47.8,26.717,0
2026-09-10 09:29:24.926560,Machine_C,2.38,7,39.2,20.397,0
2026-09-10 09:30:24.926560,Machine_A,1.95,10,37.5,11.671,0
2026-09-10 09:30:24.926560,Machine_B,4.08,8,50.5,30.627,0
2026-09-10 09:30:24.926560,Machine_C,2.72,7,40.2,23.316,0
2026-09-10 09:31:24.926560,Machine_A,1.97,10,40.8,11.804,0
2026-09-10 09:31:24.926560,Machine_B,4.18,8,46.6,31.351,0
2026-09-10 09:31:24.926560,Machine_C,2.5,7,40.6,21.47,0
2026-09-10 09:32:24.926560,Machine_A,2.31,10,37.3,13.868,0
2026-09-10 09:32:24.926560,Machine_B,4.26,9,50.6,28.419,0
2026-09-10 09:32:24.926560,Machine_C,2.88,7,40.1,24.669,0
2026-09-10 09:33:24.926560,Machine_A,2.08,11,38.1,11.344,0
2026-09-10 09:33:24.926560,Machine_B,3.98,10,50.1,23.894,0
2026-09-10 09:33:24.926560,Machine_C,2.72,7,38.0,23.314,0
2026-09-10 09:34:24.926560,Machine_A,2.21,10,38.7,13.282,0
2026-09-10 09:34:24.926560,Machine_B,3.6,10,46.3,21.596,0
2026-09-10 09:34:24.926560,Machine_C,2.42,9,39.6,16.11,0
2026-09-10 09:35:24.926560,Machine_A,2.08,10,37.3,12.475,0
2026-09-10 09:35:24.926560,Machine_B,3.46,10,50.6,20.775,0
2026-09-10 09:35:24.926560,Machine_C,2.45,7,39.3,21.03,0
2026-09-10 09:36:24.926560,Machine_A,2.14,10,37.9,12.869,0
2026-09-10 09:36:24.926560,Machine_B,4.3,10,44.3,25.821,0
2026-09-10 09:36:24.926560,Machine_C,2.13,9,38.8,14.212,0
2026-09-10 09:37:24.926560,Machine_A,2.2,9,38.3,14.696,0
2026-09-10 09:37:24.926560,Machine_B,4.03,10,45.8,24.176,0
2026-09-10 09:37:24.926560,Machine_C,2.6,8,40.0,19.469,0
2026-09-10 09:38:24.926560,Machine_A,2.04,9,37.6,13.607,0
2026-09-10 09:38:24.926560,Machine_B,3.9,10,47.7,23.383,0
2026-09-10 09:38:24.926560,Machine_C,2.57,7,42.1,22.016,0
2026-09-10 09:39:24.926560,Machine_A,2.18,9,39.0,14.514,0
2026-09-10 09:39:24.926560,Machine_B,4.34,10,48.8,26.065,0
2026-09-10 09:39:24.926560,Machine_C,2.49,7,41.4,21.361,0
2026-09-10 09:40:24.926560,Machine_A,2.07,10,39.8,12.445,0
2026-09-10 09:40:24.926560,Machine_B,5.65,9,62.5,37.671,1
2026-09-10 09:40:24.926560,Machine_C,2.18,7,38.6,18.71,0
2026-09-10 09:41:24.926560,Machine_A,2.03,11,40.0,11.092,0
2026-09-10 09:41:24.926560,Machine_B,3.1,10,47.3,18.589,0
2026-09-10 09:41:24.926560,Machine_C,2.35,8,40.0,17.66,0
2026-09-10 09:42:24.926560,Machine_A,2.13,9,36.8,14.215,0
2026-09-10 09:42:24.926560,Machine_B,3.47,8,49.5,26.016,0
2026-09-10 09:42:24.926560,Machine_C,2.5,8,39.6,18.776,0
2026-09-10 09:43:24.926560,Machine_A,2.24,9,37.6,14.906,0
2026-09-10 09:43:24.926560,Machine_B,3.82,10,50.0,22.925,0
2026-09-10 09:43:24.926560,Machine_C,2.53,7,38.9,21.656,0
2026-09-10 09:44:24.926560,Machine_A,2.33,10,38.6,13.965,0
2026-09-10 09:44:24.926560,Machine_B,5.31,10,65.8,31.871,1
2026-09-10 09:44:24.926560,Machine_C,2.38,7,41.0,20.429,0
2026-09-10 09:45:24.926560,Machine_A,2.02,10,37.1,12.096,0
2026-09-10 09:45:24.926560,Machine_B,3.39,8,46.9,25.457,0
2026-09-10 09:45:24.926560,Machine_C,2.11,7,40.4,18.112,0
2026-09-10 09:46:24.926560,Machine_A,2.01,10,38.7,12.061,0
2026-09-10 09:46:24.926560,Machine_B,4.31,8,44.5,32.291,0
2026-09-10 09:46:24.926560,Machine_C,2.58,9,39.5,17.179,0
2026-09-10 09:47:24.926560,Machine_A,2.13,11,36.4,11.616,0
2026-09-10 09:47:24.926560,Machine_B,4.15,8,47.2,31.095,0
2026-09-10 09:47:24.926560,Machine_C,2.03,7,39.1,17.419,0
2026-09-10 09:48:24.926560,Machine_A,2.13,9,40.9,14.228,0
2026-09-10 09:48:24.926560,Machine_B,3.8,8,48.1,28.512,0
2026-09-10 09:48:24.926560,Machine_C,2.3,7,41.4,19.743,0
2026-09-10 09:49:24.926560,Machine_A,1.99,11,37.8,10.872,0
2026-09-10 09:49:24.926560,Machine_B,3.54,8,46.7,26.538,0
2026-09-10 09:49:24.926560,Machine_C,2.17,9,41.3,14.466,0
2026-09-10 09:50:24.926560,Machine_A,2.12,10,41.1,12.745,0
2026-09-10 09:50:24.926560,Machine_B,3.64,8,49.8,27.335,0
2026-09-10 09:50:24.926560,Machine_C,2.55,7,40.2,21.891,0
2026-09-10 09:51:24.926560,Machine_A,2.04,11,41.8,11.147,0
2026-09-10 09:51:24.926560,Machine_B,3.99,9,50.7,26.624,0
2026-09-10 09:51:24.926560,Machine_C,2.44,8,40.8,18.263,0
2026-09-10 09:52:24.926560,Machine_A,2.21,10,35.4,13.235,0
2026-09-10 09:52:24.926560,Machine_B,3.54,9,48.2,23.596,0
2026-09-10 09:52:24.926560,Machine_C,2.63,8,40.1,19.69,0
2026-09-10 09:53:24.926560,Machine_A,2.2,9,38.5,14.654,0
2026-09-10 09:53:24.926560,Machine_B,3.74,8,50.8,28.062,0
2026-09-10 09:53:24.926560,Machine_C,2.36,8,38.3,17.683,0
2026-09-10 09:54:24.926560,Machine_A,1.95,10,39.8,11.686,0
2026-09-10 09:54:24.926560,Machine_B,3.41,10,49.3,20.452,0
2026-09-10 09:54:24.926560,Machine_C,2.75,9,38.9,18.342,0
2026-09-10 09:55:24.926560,Machine_A,2.14,9,36.6,14.244,0
2026-09-10 09:55:24.926560,Machine_B,3.78,8,49.9,28.359,0
2026-09-10 09:55:24.926560,Machine_C,2.2,7,40.5,18.816,0
2026-09-10 09:56:24.926560,Machine_A,2.05,9,36.8,13.646,0
2026-09-10 09:56:24.926560,Machine_B,3.82,8,47.0,28.614,0
2026-09-10 09:56:24.926560,Machine_C,2.32,8,38.8,17.377,0
2026-09-10 09:57:24.926560,Machine_A,1.98,10,36.3,11.869,0
2026-09-10 09:57:24.926560,Machine_B,3.95,10,50.4,23.726,0
2026-09-10 09:57:24.926560,Machine_C,2.34,7,38.9,20.084,0
2026-09-10 09:58:24.926560,Machine_A,2.19,9,37.1,14.568,0
2026-09-10 09:58:24.926560,Machine_B,3.85,10,48.1,23.121,0
2026-09-10 09:58:24.926560,Machine_C,2.76,9,39.7,18.374,0
2026-09-10 09:59:24.926560,Machine_A,2.28,10,38.4,13.668,0
2026-09-10 09:59:24.926560,Machine_B,3.97,9,48.6,26.486,0
2026-09-10 09:59:24.926560,Machine_C,2.22,7,38.3,19.067,0
2026-09-10 10:00:24.926560,Machine_A,2.02,11,38.9,11.034,0
2026-09-10 10:00:24.926560,Machine_B,3.48,9,46.7,23.211,0
2026-09-10 10:00:24.926560,Machine_C,2.29,7,38.8,19.668,0
2026-09-10 10:01:24.926560,Machine_A,2.21,9,39.0,14.704,0
2026-09-10 10:01:24.926560,Machine_B,4.57,9,46.8,30.48,0
2026-09-10 10:01:24.926560,Machine_C,2.33,9,41.6,15.559,0
2026-09-10 10:02:24.926560,Machine_A,1.95,10,36.3,11.686,0
2026-09-10 10:02:24.926560,Machine_B,3.38,10,49.2,20.253,0
2026-09-10 10:02:24.926560,Machine_C,2.19,8,40.6,16.427,0
2026-09-10 10:03:24.926560,Machine_A,2.04,10,36.1,12.23,0
2026-09-10 10:03:24.926560,Machine_B,5.96,10,56.5,35.788,1
2026-09-10 10:03:24.926560,Machine_C,2.52,9,40.1,16.797,0
2026-09-10 10:04:24.926560,Machine_A,2.04,10,39.1,12.254,0
2026-09-10 10:04:24.926560,Machine_B,3.96,10,48.4,23.751,0
2026-09-10 10:04:24.926560,Machine_C,2.59,7,39.9,22.168,0
2026-09-10 10:05:24.926560,Machine_A,2.04,11,36.5,11.147,0
2026-09-10 10:05:24.926560,Machine_B,3.99,10,46.4,23.953,0
2026-09-10 10:05:24.926560,Machine_C,2.37,8,40.1,17.76,0
2026-09-10 10:06:24.926560,Machine_A,2.09,11,36.2,11.419,0
2026-09-10 10:06:24.926560,Machine_B,3.28,9,50.5,21.874,0
2026-09-10 10:06:24.926560,Machine_C,2.19,8,40.2,16.425,0
2026-09-10 10:07:24.926560,Machine_A,2.34,11,37.1,12.758,0
2026-09-10 10:07:24.926560,Machine_B,3.97,9,47.6,26.487,0
2026-09-10 10:07:24.926560,Machine_C,2.5,9,39.9,16.684,0
2026-09-10 10:08:24.926560,Machine_A,2.11,10,37.8,12.652,0
2026-09-10 10:08:24.926560,Machine_B,3.96,9,49.4,26.397,0
2026-09-10 10:08:24.926560,Machine_C,2.31,8,39.3,17.355,0
2026-09-10 10:09:24.926560,Machine_A,1.88,9,38.5,12.528,0
2026-09-10 10:09:24.926560,Machine_B,4.31,10,49.6,25.877,0
2026-09-10 10:09:24.926560,Machine_C,2.44,7,40.8,20.893,0
2026-09-10 10:10:24.926560,Machine_A,2.1,9,40.5,14.012,0
2026-09-10 10:10:24.926560,Machine_B,3.44,9,44.8,22.912,0
2026-09-10 10:10:24.926560,Machine_C,2.44,9,40.8,16.236,0
2026-09-10 10:11:24.926560,Machine_A,1.91,11,36.9,10.436,0
2026-09-10 10:11:24.926560,Machine_B,3.54,10,47.2,21.225,0
2026-09-10 10:11:24.926560,Machine_C,2.66,9,40.0,17.706,0
2026-09-10 10:12:24.926560,Machine_A,2.05,9,38.6,13.675,0
2026-09-10 10:12:24.926560,Machine_B,6.16,8,63.3,46.207,1
2026-09-10 10:12:24.926560,Machine_C,2.35,8,40.8,17.609,0
2026-09-10 10:13:24.926560,Machine_A,1.88,9,39.0,12.503,0
2026-09-10 10:13:24.926560,Machine_B,3.72,8,46.0,27.893,0
2026-09-10 10:13:24.926560,Machine_C,2.01,7,39.6,17.263,0
2026-09-10 10:14:24.926560,Machine_A,2.19,11,40.0,11.929,0
2026-09-10 10:14:24.926560,Machine_B,4.31,10,49.0,25.871,0
2026-09-10 10:14:24.926560,Machine_C,2.13,9,41.5,14.221,0
2026-09-10 10:15:24.926560,Machine_A,2.18,10,35.7,13.088,0
2026-09-10 10:15:24.926560,Machine_B,3.85,8,53.3,28.906,0
2026-09-10 10:15:24.926560,Machine_C,2.5,7,41.6,21.399,0
2026-09-10 10:16:24.926560,Machine_A,2.12,10,38.7,12.73,0
2026-09-10 10:16:24.926560,Machine_B,3.62,8,50.6,27.144,0
2026-09-10 10:16:24.926560,Machine_C,2.43,8,40.1,18.207,0
2026-09-10 10:17:24.926560,Machine_A,2.04,10,37.3,12.224,0
2026-09-10 10:17:24.926560,Machine_B,3.66,9,49.9,24.386,0
2026-09-10 10:17:24.926560,Machine_C,2.15,7,41.5,18.395,0
2026-09-10 10:18:24.926560,Machine_A,2.02,9,39.0,13.469,0
2026-09-10 10:18:24.926560,Machine_B,4.06,10,43.4,24.334,0
2026-09-10 10:18:24.926560,Machine_C,2.17,9,37.2,14.444,0
2026-09-10 10:19:24.926560,Machine_A,1.95,11,37.6,10.635,0
2026-09-10 10:19:24.926560,Machine_B,3.73,10,47.5,22.358,0
2026-09-10 10:19:24.926560,Machine_C,2.29,8,40.9,17.192,0
2026-09-10 10:20:24.926560,Machine_A,2.07,11,36.3,11.308,0
2026-09-10 10:20:24.926560,Machine_B,3.8,8,48.3,28.502,0
2026-09-10 10:20:24.926560,Machine_C,2.2,9,38.1,14.637,0
2026-09-10 10:21:24.926560,Machine_A,2.06,9,34.8,13.701,0
2026-09-10 10:21:24.926560,Machine_B,6.07,10,59.2,36.394,1
2026-09-10 10:21:24.926560,Machine_C,2.0,8,41.1,15.018,0
2026-09-10 10:22:24.926560,Machine_A,2.26,9,38.0,15.061,0
2026-09-10 10:22:24.926560,Machine_B,3.63,10,47.6,21.778,0
2026-09-10 10:22:24.926560,Machine_C,2.52,7,38.7,21.643,0
2026-09-10 10:23:24.926560,Machine_A,2.19,9,39.9,14.624,0
2026-09-10 10:23:24.926560,Machine_B,3.31,10,48.7,19.879,0
2026-09-10 10:23:24.926560,Machine_C,2.32,7,40.5,19.897,0
2026-09-10 10:24:24.926560,Machine_A,2.27,11,38.7,12.391,0
2026-09-10 10:24:24.926560,Machine_B,4.04,9,46.1,26.961,0
2026-09-10 10:24:24.926560,Machine_C,2.65,7,39.0,22.688,0
2026-09-10 10:25:24.926560,Machine_A,1.93,10,36.6,11.584,0
2026-09-10 10:25:24.926560,Machine_B,3.9,9,45.5,25.986,0
2026-09-10 10:25:24.926560,Machine_C,2.32,8,41.0,17.412,0
2026-09-10 10:26:24.926560,Machine_A,2.05,11,39.6,11.204,0
2026-09-10 10:26:24.926560,Machine_B,4.03,9,45.2,26.846,0
2026-09-10 10:26:24.926560,Machine_C,2.54,9,39.6,16.95,0
2026-09-10 10:27:24.926560,Machine_A,2.2,9,38.0,14.648,0
2026-09-10 10:27:24.926560,Machine_B,4.48,8,42.4,33.627,0
2026-09-10 10:27:24.926560,Machine_C,2.2,8,40.7,16.483,0
2026-09-10 10:28:24.926560,Machine_A,2.0,10,40.8,12.0,0
2026-09-10 10:28:24.926560,Machine_B,3.41,10,48.2,20.481,0
2026-09-10 10:28:24.926560,Machine_C,2.42,8,41.3,18.136,0
2026-09-10 10:29:24.926560,Machine_A,1.94,9,38.8,12.914,0
2026-09-10 10:29:24.926560,Machine_B,3.78,10,42.8,22.676,0
2026-09-10 10:29:24.926560,Machine_C,2.34,9,39.4,15.576,0
2026-09-10 10:30:24.926560,Machine_A,2.13,9,39.5,14.171,0
2026-09-10 10:30:24.926560,Machine_B,3.5,8,49.0,26.242,0
2026-09-10 10:30:24.926560,Machine_C,2.61,8,39.5,19.579,0
2026-09-10 10:31:24.926560,Machine_A,2.07,11,38.3,11.265,0
2026-09-10 10:31:24.926560,Machine_B,3.62,10,45.2,21.699,0
2026-09-10 10:31:24.926560,Machine_C,2.25,9,41.1,15.024,0
2026-09-10 10:32:24.926560,Machine_A,2.09,10,38.8,12.523,0
2026-09-10 10:32:24.926560,Machine_B,5.55,9,58.7,36.982,1
2026-09-10 10:32:24.926560,Machine_C,2.4,7,39.3,20.565,0
2026-09-10 10:33:24.926560,Machine_A,2.14,10,36.4,12.825,0
2026-09-10 10:33:24.926560,Machine_B,3.79,10,51.5,22.737,0
2026-09-10 10:33:24.926560,Machine_C,2.28,8,39.9,17.103,0
2026-09-10 10:34:24.926560,Machine_A,2.16,10,39.5,12.979,0
2026-09-10 10:34:24.926560,Machine_B,4.1,8,46.8,30.718,0
2026-09-10 10:34:24.926560,Machine_C,2.39,9,40.6,15.926,0
2026-09-10 10:35:24.926560,Machine_A,2.17,9,39.9,14.461,0
2026-09-10 10:35:24.926560,Machine_B,4.19,9,50.1,27.906,0
2026-09-10 10:35:24.926560,Machine_C,2.44,9,40.7,16.267,0
2026-09-10 10:36:24.926560,Machine_A,2.18,10,38.2,13.091,0
2026-09-10 10:36:24.926560,Machine_B,3.91,10,46.8,23.444,0
2026-09-10 10:36:24.926560,Machine_C,2.57,9,39.9,17.129,0
2026-09-10 10:37:24.926560,Machine_A,2.24,11,33.9,12.195,0
2026-09-10 10:37:24.926560,Machine_B,3.83,10,47.1,22.973,0
2026-09-10 10:37:24.926560,Machine_C,2.55,9,39.9,17.019,0
2026-09-10 10:38:24.926560,Machine_A,2.23,11,36.7,12.14,0
2026-09-10 10:38:24.926560,Machine_B,3.92,8,44.1,29.428,0
2026-09-10 10:38:24.926560,Machine_C,2.42,7,41.7,20.758,0
2026-09-10 10:39:24.926560,Machine_A,1.97,11,38.9,10.718,0
2026-09-10 10:39:24.926560,Machine_B,3.88,10,48.0,23.261,0
2026-09-10 10:39:24.926560,Machine_C,2.51,9,40.0,16.713,0
2026-09-10 10:40:24.926560,Machine_A,2.1,11,37.2,11.441,0
2026-09-10 10:40:24.926560,Machine_B,3.56,10,47.6,21.349,0
2026-09-10 10:40:24.926560,Machine_C,2.27,9,40.8,15.127,0
2026-09-10 10:41:24.926560,Machine_A,1.91,10,37.6,11.483,0
2026-09-10 10:41:24.926560,Machine_B,3.5,8,46.5,26.241,0
2026-09-10 10:41:24.926560,Machine_C,2.36,9,39.1,15.755,0
2026-09-10 10:42:24.926560,Machine_A,2.08,11,36.8,11.364,0
2026-09-10 10:42:24.926560,Machine_B,3.79,8,49.3,28.389,0
2026-09-10 10:42:24.926560,Machine_C,2.39,7,40.1,20.447,0
2026-09-10 10:43:24.926560,Machine_A,2.22,9,40.4,14.778,0
2026-09-10 10:43:24.926560,Machine_B,3.68,9,47.8,24.502,0
2026-09-10 10:43:24.926560,Machine_C,2.33,9,39.8,15.504,0
2026-09-10 10:44:24.926560,Machine_A,2.11,10,35.8,12.658,0
2026-09-10 10:44:24.926560,Machine_B,3.29,10,48.4,19.742,0
2026-09-10 10:44:24.926560,Machine_C,2.28,9,40.5,15.168,0
2026-09-10 10:45:24.926560,Machine_A,2.03,11,36.9,11.07,0
2026-09-10 10:45:24.926560,Machine_B,3.76,10,50.3,22.56,0
2026-09-10 10:45:24.926560,Machine_C,2.31,8,40.0,17.32,0
2026-09-10 10:46:24.926560,Machine_A,2.13,9,38.5,14.191,0
2026-09-10 10:46:24.926560,Machine_B,5.74,10,58.5,34.443,1
2026-09-10 10:46:24.926560,Machine_C,2.48,7,40.0,21.28,0
2026-09-10 10:47:24.926560,Machine_A,2.19,11,38.1,11.95,0
2026-09-10 10:47:24.926560,Machine_B,4.2,10,45.7,25.183,0
2026-09-10 10:47:24.926560,Machine_C,2.42,7,41.7,20.774,0
2026-09-10 10:48:24.926560,Machine_A,2.07,9,37.6,13.823,0
2026-09-10 10:48:24.926560,Machine_B,3.95,9,49.7,26.338,0
2026-09-10 10:48:24.926560,Machine_C,2.26,7,40.6,19.378,0
2026-09-10 10:49:24.926560,Machine_A,2.06,10,36.7,12.378,0
2026-09-10 10:49:24.926560,Machine_B,4.27,10,48.7,25.621,0
2026-09-10 10:49:24.926560,Machine_C,2.36,7,39.4,20.252,0
2026-09-10 10:50:24.926560,Machine_A,1.96,9,39.1,13.093,0
2026-09-10 10:50:24.926560,Machine_B,5.64,9,62.6,37.599,1
2026-09-10 10:50:24.926560,Machine_C,2.22,7,39.6,19.047,0
2026-09-10 10:51:24.926560,Machine_A,2.06,11,38.3,11.211,0
2026-09-10 10:51:24.926560,Machine_B,3.95,8,46.8,29.603,0
2026-09-10 10:51:24.926560,Machine_C,2.58,9,38.5,17.195,0
2026-09-10 10:52:24.926560,Machine_A,2.04,11,40.9,11.135,0
2026-09-10 10:52:24.926560,Machine_B,6.23,10,58.8,37.39,1
2026-09-10 10:52:24.926560,Machine_C,2.31,9,40.7,15.432,0
2026-09-10 10:53:24.926560,Machine_A,1.93,9,37.4,12.866,0
2026-09-10 10:53:24.926560,Machine_B,3.83,8,50.3,28.7,0
2026-09-10 10:53:24.926560,Machine_C,2.57,9,41.3,17.122,0
2026-09-10 10:54:24.926560,Machine_A,1.92,10,37.1,11.492,0
2026-09-10 10:54:24.926560,Machine_B,3.73,8,48.7,27.957,0
2026-09-10 10:54:24.926560,Machine_C,2.46,8,40.7,18.453,0
2026-09-10 10:55:24.926560,Machine_A,2.09,10,39.7,12.551,0
2026-09-10 10:55:24.926560,Machine_B,3.75,9,45.6,25.016,0
2026-09-10 10:55:24.926560,Machine_C,2.26,7,40.3,19.357,0
2026-09-10 10:56:24.926560,Machine_A,2.08,10,36.0,12.503,0
2026-09-10 10:56:24.926560,Machine_B,3.6,9,51.6,23.981,0
2026-09-10 10:56:24.926560,Machine_C,2.47,7,39.0,21.143,0
2026-09-10 10:57:24.926560,Machine_A,2.18,11,37.0,11.913,0
2026-09-10 10:57:24.926560,Machine_B,4.39,9,47.2,29.259,0
2026-09-10 10:57:24.926560,Machine_C,2.16,7,40.8,18.535,0
2026-09-10 10:58:24.926560,Machine_A,2.13,11,38.7,11.595,0
2026-09-10 10:58:24.926560,Machine_B,3.72,8,47.2,27.908,0
2026-09-10 10:58:24.926560,Machine_C,2.4,7,39.6,20.553,0
2026-09-10 10:59:24.926560,Machine_A,2.08,9,38.0,13.853,0
2026-09-10 10:59:24.926560,Machine_B,5.86,8,59.9,43.962,1
2026-09-10 10:59:24.926560,Machine_C,2.49,9,39.0,16.632,0
2026-09-10 11:00:24.926560,Machine_A,2.05,9,37.3,13.671,0
2026-09-10 11:00:24.926560,Machine_B,5.9,8,63.3,44.284,1
2026-09-10 11:00:24.926560,Machine_C,2.46,8,40.7,18.442,0
2026-09-10 11:01:24.926560,Machine_A,2.15,11,40.0,11.737,0
2026-09-10 11:01:24.926560,Machine_B,4.2,9,48.4,27.968,0
2026-09-10 11:01:24.926560,Machine_C,2.65,9,39.5,17.686,0
2026-09-10 11:02:24.926560,Machine_A,2.07,11,41.2,11.292,0
2026-09-10 11:02:24.926560,Machine_B,3.49,10,46.9,20.943,0
